Optimizer,Dropout,BatchNorm,BatchSize,loss_fn_name,use_augmentation,TestAccuracy,TrainAccuracy,ValAccuracy,Time
Adam,0,True,128,binary_cross_entropy,10,72.0,83.717,70.909,33:36
