Optimizer,Dropout,BatchNorm,BatchSize,loss_fn_name,use_augmentation,TestAccuracy,TrainAccuracy,ValAccuracy,Time
Adam,0.2,True,128,binary_cross_entropy,10,69.0,76.515,62.727,81:50
